,Unnamed: 0.1,Unnamed: 0,artifact_id,release_id,version,timestamp,popularity,all_dependency,compile_dependency,git_url,project_owner,project_name,api_url,mandatory_language,pom_exist
187,649,412045,com.io7m.portero:com.io7m.portero.tests,com.io7m.portero:com.io7m.portero.tests:2.0.0,2.0.0,1622299539000,0,8,8,https://www.github.com/io7m/portero,io7m,portero,https://api.github.com/repos/io7m/portero/languages,Java,True
188,655,439193,com.bloomscorp:bmx-nverse,com.bloomscorp:bmx-nverse:0.0.46,0.0.46,1706790639000,2,11,10,https://github.com/bloomscorp/bmx-nverse,bloomscorp,bmx-nverse,https://api.github.com/repos/bloomscorp/bmx-nverse/languages,Java,True
190,665,214527,com.googlecode.the-fascinator.plugins:plugin-roles-internal,com.googlecode.the-fascinator.plugins:plugin-roles-internal:1.4,1.4,1480463480000,0,4,3,scm:git://github.com/the-fascinator/plugin-roles-internal.git,the-fascinator,plugin-roles-internal,https://api.github.com/repos/the-fascinator/plugin-roles-internal/languages,Java,True
192,669,41949,com.vaadin.external.atmosphere:atmosphere-assembly,com.vaadin.external.atmosphere:atmosphere-assembly:3.0.5.slf4jvaadin1,3.0.5.slf4jvaadin1,1711449254000,0,1,1,https://github.com/Atmosphere/atmosphere,Atmosphere,atmosphere,https://api.github.com/repos/Atmosphere/atmosphere/languages,Java,True
193,675,90768,edu.columbia.tjw:item-spark,edu.columbia.tjw:item-spark:1.5.1-spark3,1.5.1-spark3,1662784061000,0,5,4,git@github.com:tyward/item.git,tyward,item,https://api.github.com/repos/tyward/item/languages,Java,True
194,677,292775,org.jmdware:s3-bucket-recursor,org.jmdware:s3-bucket-recursor:1.0.1,1.0.1,1556228636000,0,9,2,https://github.com/jmdware/s3-bucket-recursor/tree/master,jmdware,s3-bucket-recursor,https://api.github.com/repos/jmdware/s3-bucket-recursor/languages,Java,True
195,679,140584,com.google.api.grpc:grpc-google-analytics-data-v1alpha,com.google.api.grpc:grpc-google-analytics-data-v1alpha:0.59.0,0.59.0,1724285545000,0,17,16,https://github.com/googleapis/google-cloud-java,googleapis,google-cloud-java,https://api.github.com/repos/googleapis/google-cloud-java/languages,Java,True
197,682,335131,sh.joinery:joinery-dataframe,sh.joinery:joinery-dataframe:1.10,1.10,1622777895000,12,9,7,git@github.com:cardillo/joinery.git,cardillo,joinery,https://api.github.com/repos/cardillo/joinery/languages,Java,True
198,684,608062,fr.ssk-it.maven.wagon:s3-wagon,fr.ssk-it.maven.wagon:s3-wagon:1.0.2-RELEASE,1.0.2-RELEASE,1721400139000,0,5,2,https://github.com/ssk-it/s3-wagon,ssk-it,s3-wagon,https://api.github.com/repos/ssk-it/s3-wagon/languages,Java,True
199,685,315953,org.graphfoundation.ongdb:ongdb-geequel-slotted-runtime,org.graphfoundation.ongdb:ongdb-geequel-slotted-runtime:1.0.5,1.0.5,1698421821000,2,33,10,https://github.com/graphfoundation/ongdb,graphfoundation,ongdb,https://api.github.com/repos/graphfoundation/ongdb/languages,Java,True
201,689,450112,com.github.adrmal:peka-vm-client,com.github.adrmal:peka-vm-client:1.0.0,1.0.0,1565870917000,0,5,3,https://github.com/adrmal/peka-vm-client,adrmal,peka-vm-client,https://api.github.com/repos/adrmal/peka-vm-client/languages,Java,True
202,690,364220,org.gagravarr:vorbis-java-tools,org.gagravarr:vorbis-java-tools:0.8,0.8,1455733456000,0,2,1,https://github.com/Gagravarr/VorbisJava,Gagravarr,VorbisJava,https://api.github.com/repos/Gagravarr/VorbisJava/languages,Java,True
203,691,293791,org.slieb:html-exception-formatter,org.slieb:html-exception-formatter:1.3,1.3,1480507185000,0,4,4,https://github.com/StefanLiebenberg/html-exception-formatter,StefanLiebenberg,html-exception-formatter,https://api.github.com/repos/StefanLiebenberg/html-exception-formatter/languages,Java,True
209,708,166858,io.github.scalahub:beanshell-mod_2.12,io.github.scalahub:beanshell-mod_2.12:1.0,1.0,1654775341000,0,7,3,https://github.com/scalahub/BeanShell,scalahub,BeanShell,https://api.github.com/repos/scalahub/BeanShell/languages,Java,True
211,710,575883,org.sentrysoftware.maven:maven-skin-tools,org.sentrysoftware.maven:maven-skin-tools:1.3.00,1.3.00,1703858855000,0,7,5,https://github.com/sentrysoftware/maven-skin-tools,sentrysoftware,maven-skin-tools,https://api.github.com/repos/sentrysoftware/maven-skin-tools/languages,Java,True
213,715,411373,com.github.claremontqualitymanagement:taf.restsupport,com.github.claremontqualitymanagement:taf.restsupport:4.0.7,4.0.7,1581344531000,0,7,5,https://github.com/claremontqualitymanagement/TAF.RestSupport,claremontqualitymanagement,TAF.RestSupport,https://api.github.com/repos/claremontqualitymanagement/TAF.RestSupport/languages,Java,True
216,723,375705,com.qualizeal.community:layouts,com.qualizeal.community:layouts:1.0.0,1.0.0,1645797067000,0,3,3,https://github.com/QualiZeal-Community/layouts.git,QualiZeal-Community,layouts,https://api.github.com/repos/QualiZeal-Community/layouts/languages,Java,True
218,732,618569,de.jpdigital:hibernate6-ddl-maven-plugin-core,de.jpdigital:hibernate6-ddl-maven-plugin-core:1.0.2,1.0.2,1716829449000,3,13,6,https://github.com/jpdigital/hibernate6-ddl-maven-plugin,jpdigital,hibernate6-ddl-maven-plugin,https://api.github.com/repos/jpdigital/hibernate6-ddl-maven-plugin/languages,Java,True
222,754,520365,com.github.krismorte:feriados.br,com.github.krismorte:feriados.br:1.0,1.0,1521851902000,0,1,1,git@github.com:krismorte/Calendario.BR.git,krismorte,Calendario.BR,https://api.github.com/repos/krismorte/Calendario.BR/languages,Java,True
223,757,340210,codes.dylanlacey:SemverPropertyPolicy,codes.dylanlacey:SemverPropertyPolicy:0.0.7,0.0.7,1603777733000,0,2,2,https://github.com/DylanLacey/PropControlSemVerStrategy/tree/main,DylanLacey,PropControlSemVerStrategy,https://api.github.com/repos/DylanLacey/PropControlSemVerStrategy/languages,Java,True
225,764,235802,com.datadoghq:java-dogstatsd-client,com.datadoghq:java-dogstatsd-client:4.4.2,4.4.2,1717497488000,33,6,1,https://github.com/DataDog/java-dogstatsd-client,DataDog,java-dogstatsd-client,https://api.github.com/repos/DataDog/java-dogstatsd-client/languages,Java,True
227,781,613737,ru.biosoft.graphics:core,ru.biosoft.graphics:core:2.0.0,2.0.0,1724382581000,1,2,1,https://github.com/Biosoft-ru/graphics,Biosoft-ru,graphics,https://api.github.com/repos/Biosoft-ru/graphics/languages,Java,True
228,790,336077,com.squareup.pagerduty:pagerduty-incidents,com.squareup.pagerduty:pagerduty-incidents:2.0.0,2.0.0,1458181265000,2,7,3,http://github.com/square/pagerduty-incidents/,square,pagerduty-incidents,https://api.github.com/repos/square/pagerduty-incidents/languages,Java,True
230,794,626877,com.google.api.grpc:proto-google-cloud-managedkafka-v1,com.google.api.grpc:proto-google-cloud-managedkafka-v1:0.4.0,0.4.0,1724286465000,2,13,13,https://github.com/googleapis/google-cloud-java,googleapis,google-cloud-java,https://api.github.com/repos/googleapis/google-cloud-java/languages,Java,True
232,799,535005,de.enlightened:sql-enum-generator-maven-plugin,de.enlightened:sql-enum-generator-maven-plugin:0.4.0,0.4.0,1500360955000,0,15,7,https://github.com/McNetic/sqlenumgen-maven-plugin/tree/master,McNetic,sqlenumgen-maven-plugin,https://api.github.com/repos/McNetic/sqlenumgen-maven-plugin/languages,Java,True
233,803,36544,com.qdesrame:openapi-diff,com.qdesrame:openapi-diff:1.2.0,1.2.0,1523981532000,0,10,9,https://github.com/quen2404/openapi-diff,quen2404,openapi-diff,https://api.github.com/repos/quen2404/openapi-diff/languages,Java,True
234,808,270800,ru.r2cloud:rotctrldClient,ru.r2cloud:rotctrldClient:1.1,1.1,1591122017000,0,3,1,https://github.com/dernasherbrezon/rotctrldClient,dernasherbrezon,rotctrldClient,https://api.github.com/repos/dernasherbrezon/rotctrldClient/languages,Java,True
239,822,353335,uk.co.rgordon:oj-ant,uk.co.rgordon:oj-ant:1.6.0,1.6.0,1674342143000,0,15,3,https://github.com/robjg/oj-ant,robjg,oj-ant,https://api.github.com/repos/robjg/oj-ant/languages,Java,True
241,836,40593,com.bytedanceapi:ttsdk-player_standard,com.bytedanceapi:ttsdk-player_standard:1.37.200.6.onekit,1.37.200.6.onekit,1696854428000,0,1,1,https://github.com/TTvcloud/vcloud-sdk-java,TTvcloud,vcloud-sdk-java,https://api.github.com/repos/TTvcloud/vcloud-sdk-java/languages,Java,True
243,838,534450,cn.ponfee:disjob-worker,cn.ponfee:disjob-worker:2.1.3,2.1.3,1723982544000,1,10,3,https://github.com/dromara/disjob,dromara,disjob,https://api.github.com/repos/dromara/disjob/languages,Java,True
245,846,624699,com.developmentontheedge:beans-json,com.developmentontheedge:beans-json:1.0.1,1.0.1,1724321272000,0,9,4,https://github.com/DevelopmentOnTheEdge/beanexplorer,DevelopmentOnTheEdge,beanexplorer,https://api.github.com/repos/DevelopmentOnTheEdge/beanexplorer/languages,Java,True
246,858,414731,org.eclipse.esmf:esmf-aspect-meta-model-interface,org.eclipse.esmf:esmf-aspect-meta-model-interface:2.9.5,2.9.5,1723637498000,1,6,6,https://github.com/eclipse-esmf/esmf-sdk/core/esmf-aspect-meta-model-interface,eclipse-esmf,esmf-sdk,https://api.github.com/repos/eclipse-esmf/esmf-sdk/languages,Java,True
254,877,53101,com.hack23.cia:citizen-intelligence-agency,com.hack23.cia:citizen-intelligence-agency:2022.12.26,2022.12.26,1672069445000,0,79,44,https://github.com/Hack23/cia/tree/master/,Hack23,cia,https://api.github.com/repos/Hack23/cia/languages,Java,True
255,884,188273,com.soebes.maven.plugins:echo-maven-plugin,com.soebes.maven.plugins:echo-maven-plugin:0.5.0,0.5.0,1643923565000,0,3,1,https://github.com/khmarbaise/echo-maven-plugin,khmarbaise,echo-maven-plugin,https://api.github.com/repos/khmarbaise/echo-maven-plugin/languages,Java,True
256,886,561653,me.kingjan1999.fhdw:alphacamunda,me.kingjan1999.fhdw:alphacamunda:1.0.4,1.0.4,1590957688000,0,6,3,https://github.com/kingjan1999/alpha-camunda,kingjan1999,alpha-camunda,https://api.github.com/repos/kingjan1999/alpha-camunda/languages,Java,True
257,889,129565,org.swisspush:gateleen-logging,org.swisspush:gateleen-logging:1.0.2,1.0.2,1460635465000,0,8,8,https://github.com/swisspush/gateleen.git,swisspush,gateleen,https://api.github.com/repos/swisspush/gateleen/languages,Java,True
258,890,209774,at.makubi.maven.plugin:avrohugger-maven-plugin,at.makubi.maven.plugin:avrohugger-maven-plugin:1.7,1.7,1633187005000,0,12,4,https://github.com/makubi/avrohugger-maven-plugin,makubi,avrohugger-maven-plugin,https://api.github.com/repos/makubi/avrohugger-maven-plugin/languages,Java,True
259,892,166431,com.github.czy1024:baidu-spring-boot-starter,com.github.czy1024:baidu-spring-boot-starter:2.1.0-RELEASE,2.1.0-RELEASE,1622516488000,0,4,4,https://github.com/czy1024/fans-spring-boot-starter/baidu-spring-boot-starter,czy1024,fans-spring-boot-starter,https://api.github.com/repos/czy1024/fans-spring-boot-starter/languages,Java,True
265,933,326629,io.github.xiaofeng2233:DouyinSpider,io.github.xiaofeng2233:DouyinSpider:0.3.2,0.3.2,1641712474000,0,4,3,https://github.com/XiaoFeng2233/douyin-spider.git,XiaoFeng2233,douyin-spider,https://api.github.com/repos/XiaoFeng2233/douyin-spider/languages,Java,True
267,943,276357,org.antframework.sync:sync,org.antframework.sync:sync:1.2.0,1.2.0,1664520195000,0,10,4,https://github.com/zhongxunking/sync,zhongxunking,sync,https://api.github.com/repos/zhongxunking/sync/languages,Java,True
269,950,133087,org.neo4j:neo4j-legacy,org.neo4j:neo4j-legacy:3.5.35,3.5.35,1660221778000,0,8,3,https://github.com/neo4j/neo4j,neo4j,neo4j,https://api.github.com/repos/neo4j/neo4j/languages,Java,True
272,960,438292,io.cdap:hubspot-plugins,io.cdap:hubspot-plugins:1.0.0,1.0.0,1651615181000,9,25,11,https://github.com/data-integrations/hubspot.git,data-integrations,hubspot,https://api.github.com/repos/data-integrations/hubspot/languages,Java,True
275,970,433071,de.flapdoodle.reverse:de.flapdoodle.reverse,de.flapdoodle.reverse:de.flapdoodle.reverse:1.8.0,1.8.0,1724350034000,1,9,2,git@github.com:flapdoodle-oss/de.flapdoodle.reverse.git,flapdoodle-oss,de.flapdoodle.reverse,https://api.github.com/repos/flapdoodle-oss/de.flapdoodle.reverse/languages,Java,True
277,974,366730,com.carrotgarden.maven:carrot-maven-imgscalr-plugin,com.carrotgarden.maven:carrot-maven-imgscalr-plugin:1.1.1,1.1.1,1329783817000,0,5,3,https://github.com/carrot-garden/carrot-maven,carrot-garden,carrot-maven,https://api.github.com/repos/carrot-garden/carrot-maven/languages,Java,True
280,988,415530,org.nbone.modules.sys:nbone-sysconf-service,org.nbone.modules.sys:nbone-sysconf-service:1.0.0.RELEASE,1.0.0.RELEASE,1575962775000,0,6,6,https://github.com/thinking-github/nbone-sysconf/nbone-sysconf-service,thinking-github,nbone-sysconf,https://api.github.com/repos/thinking-github/nbone-sysconf/languages,Java,True
281,991,399900,org.ubercraft.statsd:statsd-over-slf4j,org.ubercraft.statsd:statsd-over-slf4j:1.0.0,1.0.0,1335350012000,0,3,1,https://github.com/nzjess/statsd-over-slf4j,nzjess,statsd-over-slf4j,https://api.github.com/repos/nzjess/statsd-over-slf4j/languages,Java,True
283,996,398311,com.github.giantray:exceltool,com.github.giantray:exceltool:0.95,0.95,1439535468000,0,2,1,https://github.com/giantray/ExcelTool,giantray,ExcelTool,https://api.github.com/repos/giantray/ExcelTool/languages,Java,True
285,998,309701,org.openbase.bco:manager.util,org.openbase.bco:manager.util:1.6.9,1.6.9,1525819992000,0,15,14,https://github.com/openbase/bco.manager/wiki,openbase,bco.manager,https://api.github.com/repos/openbase/bco.manager/languages,Java,True
288,1009,550290,com.spotify:confidence-openfeature-provider,com.spotify:confidence-openfeature-provider:0.0.2,0.0.2,1695992949000,0,14,9,https://github.com/spotify/confidence-openfeature-provider-java,spotify,confidence-openfeature-provider-java,https://api.github.com/repos/spotify/confidence-openfeature-provider-java/languages,Java,True
289,1011,561172,org.lasersonlab:s3fs,org.lasersonlab:s3fs:2.2.3,2.2.3,1532458850000,1,12,6,https://github.com/Upplication/Amazon-S3-FileSystem-NIO2,Upplication,Amazon-S3-FileSystem-NIO2,https://api.github.com/repos/Upplication/Amazon-S3-FileSystem-NIO2/languages,Java,True
290,1015,56008,ir.sadeghpro:insta4j,ir.sadeghpro:insta4j:1.2.3,1.2.3,1531157366000,0,3,3,http://github.com/sadeghpro/insta4j,sadeghpro,insta4j,https://api.github.com/repos/sadeghpro/insta4j/languages,Java,True
292,1018,498811,com.hp.autonomy.iod:java-iod-client,com.hp.autonomy.iod:java-iod-client:0.8.0,0.8.0,1450178352000,0,12,6,git@github.com:hpautonomy/java-iod-client.git,hpautonomy,java-iod-client,https://api.github.com/repos/hpautonomy/java-iod-client/languages,Java,True
294,1031,484776,com.github.variflight:feeyo-raft,com.github.variflight:feeyo-raft:0.1.0,0.1.0,1622527537000,0,13,12,https://github.com/variflight/feeyo-raft/tree/master,variflight,feeyo-raft,https://api.github.com/repos/variflight/feeyo-raft/languages,Java,True
296,1033,509819,com.microsoft.azure.network.v2019_07_01:azure-mgmt-network,com.microsoft.azure.network.v2019_07_01:azure-mgmt-network:1.0.0-beta,1.0.0-beta,1568690536000,0,6,2,scm:git:https://github.com/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java/languages,Java,True
300,1049,407590,org.reaktivity:nukleus-auth-jwt.spec,org.reaktivity:nukleus-auth-jwt.spec:0.20,0.20,1557298576000,0,4,1,https://github.com/reaktivity/nukleus-auth-jwt.spec,reaktivity,nukleus-auth-jwt.spec,https://api.github.com/repos/reaktivity/nukleus-auth-jwt.spec/languages,Java,True
301,1052,196723,ru.greatbit:transitive-dependency-maven-plugin,ru.greatbit:transitive-dependency-maven-plugin:1.1,1.1,1484991194000,0,4,3,scm:git:git@github.com:azee/transitive-dependency-plugin.git,azee,transitive-dependency-plugin,https://api.github.com/repos/azee/transitive-dependency-plugin/languages,Java,True
302,1055,233928,org.reaktivity:nukleus-http2.spec,org.reaktivity:nukleus-http2.spec:0.76,0.76,1569464800000,0,4,1,https://github.com/reaktivity/nukleus-http2.spec,reaktivity,nukleus-http2.spec,https://api.github.com/repos/reaktivity/nukleus-http2.spec/languages,Java,True
303,1056,378162,com.github.tcl-ec:tclsms,com.github.tcl-ec:tclsms:1.1.0,1.1.0,1565172555000,0,5,4,https://github.com/tcl-ec/tclsms_sdk,tcl-ec,tclsms_sdk,https://api.github.com/repos/tcl-ec/tclsms_sdk/languages,Java,True
304,1060,203311,org.codehaus.sonar-plugins:sonar-crowd-plugin,org.codehaus.sonar-plugins:sonar-crowd-plugin:2.0,2.0,1422278274000,0,3,1,https://github.com/SonarCommunity/sonar-crowd,SonarCommunity,sonar-crowd,https://api.github.com/repos/SonarCommunity/sonar-crowd/languages,Java,True
305,1062,51854,com.voodoodyne.tagonist:tagonist,com.voodoodyne.tagonist:tagonist:1.4.1,1.4.1,1399712470000,0,3,1,scm:git:git@github.com:stickfigure/tagonist,stickfigure,tagonist,https://api.github.com/repos/stickfigure/tagonist/languages,Java,True
306,1065,198975,com.github.hazendaz.maven:smartsprites-maven-plugin,com.github.hazendaz.maven:smartsprites-maven-plugin:2.2.0,2.2.0,1709505021000,0,12,3,https://github.com/hazendaz/smartsprites-maven-plugin,hazendaz,smartsprites-maven-plugin,https://api.github.com/repos/hazendaz/smartsprites-maven-plugin/languages,Java,True
307,1067,301790,com.smartlogic:Semaphore-Java-APIs,com.smartlogic:Semaphore-Java-APIs:5.6.1,5.6.1,1707744203000,0,5,3,https://github.com/Smartlogic-Semaphore-Limited/Java-APIs,Smartlogic-Semaphore-Limited,Java-APIs,https://api.github.com/repos/Smartlogic-Semaphore-Limited/Java-APIs/languages,Java,True
309,1069,470426,com.lahsivjar:gcp-storage-wagon,com.lahsivjar:gcp-storage-wagon:3.0,3.0,1576503196000,0,8,4,https://github.com/lahsivjar/gcp-storage-wagon/tree/master,lahsivjar,gcp-storage-wagon,https://api.github.com/repos/lahsivjar/gcp-storage-wagon/languages,Java,True
310,1073,226300,io.github.thingsdb:thingsdb,io.github.thingsdb:thingsdb:0.1.0,0.1.0,1637928359000,0,3,2,https://github.com/thingsdb/java-thingsdb/tree/main,thingsdb,java-thingsdb,https://api.github.com/repos/thingsdb/java-thingsdb/languages,Java,True
315,1082,450697,pl.jsolve:oven,pl.jsolve:oven:1.0.1,1.0.1,1432371153000,0,6,2,git@github.com:jsolve/oven.git,jsolve,oven,https://api.github.com/repos/jsolve/oven/languages,Java,True
318,1097,595774,org.eclipse.digitaltwin.basyx:basyx.aasregistry-service-release-kafka-mongodb,org.eclipse.digitaltwin.basyx:basyx.aasregistry-service-release-kafka-mongodb:2.0.0-milestone-03.1,2.0.0-milestone-03.1,1722954085000,0,5,5,https://github.com/eclipse-basyx/basyx-java-server-sdk/tree/main/basyx.aasregistry/basyx.aasregistry-service-release-kafka-mongodb,eclipse-basyx,basyx-java-server-sdk,https://api.github.com/repos/eclipse-basyx/basyx-java-server-sdk/languages,Java,True
